F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
9.84,-343.41,-8.08,2252.46,Medium,UK,2.68,-17.34,-211.86,-1224.78,-152.71,9,4,19.92,4995.27,0.06,429.02
18.85,-478.77,-7.83,1957.74,Low,Europe,0.4,-15.28,-319.2,-955.68,-112.39,21,4,4.35,9300.36,2.8,1506.61
9.87,-344.43,-0.42,2786.22,Very high,Rest,2.16,-24.16,-193.5,-686.2,-267.24,18,16,15.15,4245.21,0.02,964.09
11.19,-405.3,-7.06,1639.32,Medium,Rest,5.97,-21.78,-204.62,-1237.38,-121.82,9,10,17.37,-1912.74,18.22,884.38
12.46,-372.45,-2.54,2659.65,High,Europe,4.86,-18.02,-120.68,-1074.3,-167.01,12,10,18.12,12930.9,17.06,2117.32
9.59,-541.5,-8.65,3040.17,Very low,Europe,1.53,-10.8,-255.72,-1102.04,-77.89,15,12,1.29,10142.13,158.88,726.91
15.27,-261.81,-2.39,3897.72,Medium,UK,7.72,-16.7,-282.42,-1265.74,-162.84,3,8,7.89,12522.21,5.4,320.19
8.17,-340.77,-4.41,1259.97,Very high,UK,2.07,-29.86,-197.86,-95.92,-126.68,12,8,16.14,2977.38,2.22,447.14
14.27,-286.32,-9.54,3170.79,Very high,Europe,0.27,-10.58,-172.96,-1694.66,-119.15,12,6,16.2,10640.91,802.88,362.25
14.97,-403.11,-9.47,2795.97,Very high,USA,2.1,-18.22,-261.68,-745.14,-135.83,6,2,7.68,454.23,4.6,2905.21
4.72,-224.7,-5.26,2285.49,Medium,Europe,0.92,-31.62,-210.98,-1591.94,-173.39,15,10,17.94,8702.46,2.16,0
11.82,-444.9,-6.16,1441.44,Very high,Europe,7.29,-13.4,-223.5,-1352.46,-189.27,9,14,6.36,1450.56,2.94,950.28
11.9,-344.04,-11.64,2888.49,Very high,Rest,2.23,-13.38,-194.34,-1934.68,-105.02,12,14,14.31,2335.23,1536.14,194.97
14.57,-285.93,-6.37,2077.29,High,UK,12.52,-12.58,-159.68,-1835.84,-165.23,9,10,8.97,-7665.57,4.22,439.15
11.11,-316.8,-9.59,2719.77,Very high,USA,8.03,-8.34,-296.52,-2503.18,-87.68,9,12,1.44,8673.66,10.24,41.6
11.39,-319.05,-6.76,2560.44,Very low,UK,7.37,-15.26,-83.12,45.3,-75.74,18,6,8.04,25674.03,6.24,843.72
10.72,-236.34,-11.06,3300.72,High,USA,4.21,-25.8,-247.86,-1968.84,-156.63,9,10,2.31,3254.37,0.36,0
13.94,-528.36,-9.97,3978.63,Low,UK,6.22,-24.62,-310.54,-1635.12,-154.9,18,8,10.23,4201.56,27,1535.38
6.34,-433.35,-8.75,1330.32,Very low,USA,1.45,-23.98,-251.78,-1213.92,-118.69,9,10,7.83,10682.91,10.72,0
8.93,-496.38,-8.73,3077.76,High,USA,0.33,-19.1,-319.5,-613.9,-151.64,15,8,7.35,31526.25,3.56,3256.3
9.07,-463.5,-6.96,3533.49,High,Rest,3.04,-21.44,-187.92,-2059.34,-148.79,9,8,10.59,-2639.1,0.04,1219.22
8.14,-411.12,-9.95,1762.23,Very high,UK,3.57,-8.72,-157.1,-1099.98,-132.1,9,8,4.89,16696.59,0.02,312.71
8.11,-343.08,-7.78,3752.49,Very high,Rest,11.24,-20.54,-193.84,-2127.88,-208.3,6,10,0.42,8208.66,260.26,1218.48
11.93,-373.89,-9.12,2236.38,High,Europe,4.2,-21.58,-200.44,-1765,-224.03,9,6,11.43,17053.56,44.1,728.66
8.94,-394.35,-9.32,3081.06,Medium,Rest,0.91,-2.46,-250.74,-1139.4,-221.48,9,8,18.45,-12852.15,11.88,887.02
9.04,-241.68,-6.67,4022.76,Medium,USA,0.74,-32.4,-201.22,-1346.82,-191.12,12,6,7.65,20485.59,2.94,94.96
14.4,-380.31,-4.98,2696.94,Low,Europe,2.5,-28.02,-260.9,-976.22,-162.34,9,2,29.37,-7194.06,0.2,2537.01
5.73,-138.57,-6.15,2590.29,Very low,Europe,5.72,-34.7,-354.76,-1927.02,-161.05,18,8,7.56,-300.42,280.78,0
12.48,-245.79,-5.37,2912.13,Low,Europe,2.05,-18.44,-213.36,-898.82,-167.38,6,4,13.14,15478.41,35.74,0
12.81,-141.66,-2.11,3008.97,Low,Europe,4.89,-18.82,-116.4,-1297,-68.01,12,2,7.47,3262.98,57.78,0
14.66,-286.56,-0.17,660.6,High,UK,1.32,-18.98,-269.24,-489.1,-207.52,15,16,31.65,-16845.36,18.34,60.5
10.08,-305.19,-11.12,1993.89,Very high,Rest,4.84,-18.34,-284.64,-1907.58,-138.05,9,10,10.02,8022.6,0.14,69.17
13.3,-334.23,-7.2,3069.09,Low,Rest,4.34,-17.44,-270.06,-1712.68,-156.86,15,8,2.58,7712.55,0.08,255.35
16.73,-319.26,-10.62,2346.09,Low,USA,1.6,-19.26,-259.38,-1550.32,-225.71,18,12,4.2,-3364.14,4.64,0
4.26,-405.54,-9.26,3565.23,High,Europe,6.09,-21.48,-244.38,-2105.02,-165.37,15,6,1.23,6147.24,0.02,2137.38
6.38,-300.66,-11.3,2103.33,Medium,USA,0.67,-5.14,-237.74,-1839.5,-156.79,21,14,6.36,9859.62,0.1,0
11.69,-461.94,-7.69,1884.18,High,USA,6.21,-22.24,-163.2,-1582.64,-159.53,3,2,24.84,8193.09,9.08,3616.82
11.73,-403.62,-13.3,3063.33,High,UK,2.93,-22.74,-301.42,-341.7,-224.59,18,6,15.75,-19181.16,25.82,1372.08
4.55,-303.99,-9.01,3385.5,Very high,USA,3.95,-5.24,-128.98,-1723.74,-148.92,3,12,3.24,7259.4,0.34,0
12.71,-407.58,-4.52,3913.23,Very high,Europe,0.7,-18.32,-237.32,-802.48,-223.04,6,8,10.74,2258.19,82.46,1993.53
6.19,-268.98,-8.92,1295.04,Very low,USA,3.6,-21.1,-184.28,-777.58,-118.31,18,4,6.45,11319.15,2.52,0
7.29,-507,-5.13,3396.33,Low,UK,2.76,-19.7,-184.18,-637.06,-215.09,6,6,13.8,-2700.66,36.1,998.85
11.48,-336.6,-10.85,2356.5,Very low,Europe,9.34,-21.36,-233.24,-2115.1,-56.72,12,14,7.53,10362.6,2.8,0
8.84,-362.43,-4.03,109.74,Very low,Europe,6.66,-17.64,-176.36,-2034.26,-200.9,9,16,1.86,10772.43,0,0
8.35,-497.7,-2.36,3329.76,Very high,USA,6.13,-16.98,-187.94,-1869.94,-149.94,9,2,15.72,-6144.15,0,3780.09
10.41,-374.49,-8.04,3313.47,Low,Europe,1.87,-9.88,-260.6,-1693.42,-155.96,12,2,20.25,-13470.63,0.46,1975.59
11.15,-390.15,-6.24,2307,Medium,Europe,5.85,-39,-221.74,-738.14,-150.82,12,12,2.01,13864.56,66.58,584.26
16.81,-307.26,-5.38,3243.99,High,Rest,4.25,-17.2,-203.66,-1812.42,-163.13,9,8,12.96,6556.59,1.24,614.88
7.96,-265.83,-8.27,1929.63,High,USA,4.77,-11.94,-298.44,-305.12,-142.61,27,2,20.76,2951.7,157.32,3712.44
10.58,-350.7,-1.25,1942.2,Very high,Rest,5.12,-36.18,-186.36,-1205.04,-109.83,12,6,30.09,24700.89,3.66,1949.75
12.74,-353.91,-9.56,3393.81,Very high,Rest,4.67,-23.52,-168.4,-739.42,-133.74,12,4,1.17,6043.62,0.46,1616.27
15.76,-436.62,-2.54,3419.37,Low,UK,2.16,-11.34,-298.26,-951.72,-179.33,6,8,3.42,-1892.25,0.44,261.65
7.68,-366.93,-7.37,1279.59,Very high,Rest,5.01,-23.58,-260.8,-682.76,-188.11,0,6,15.96,7998.15,29.56,815.31
9.07,-226.23,-4.59,2589.39,Low,Europe,4.62,-30.34,-314.06,-1544.94,-145.71,18,8,18.24,8126.52,0.1,140.01
10.11,-399.87,-11.55,1246.8,Medium,UK,5,-20.12,-182.52,-628.28,-172.98,27,14,21.06,9752.22,0.56,850.35
13.39,-217.29,-8.5,2124.69,Very low,USA,2.2,-29.3,-100.54,-1727.28,-188.15,9,4,3.72,3286.77,20.84,0
11.24,-450.57,-3.35,4119.93,Medium,UK,1.23,-23.02,-177.08,-1031,-112.18,21,2,70.17,21084.33,0,3960.01
7.73,-278.28,-4.21,3591.33,High,UK,3.13,-12.94,-121,-1332.26,-132.52,9,10,0.87,25816.62,0.06,19.96
5.1,-254.25,-1.5,1291.86,Low,Rest,7.04,-6.38,-254.58,-1624.94,-169.06,9,4,2.31,5579.16,0.06,0
7.88,-298.11,-2.01,2210.28,High,Rest,3.37,-20.76,-293.48,-1112.6,-201.55,21,4,9.96,5847.51,1.44,1091.55
13.41,-193.8,-10.37,2917.59,Medium,UK,10.8,-28.4,-177.22,-1160.2,-133.41,18,2,16.71,-2677.23,0.32,1186.26
18.3,-258.06,-7.79,1708.47,Very low,Europe,4.1,-13.72,-247.56,-1597.7,-144.84,6,6,48.63,5607.3,0.14,1115.28
12.72,-212.52,-8.59,2398.71,Medium,Rest,3.28,-36.42,-207.88,-1071.14,-135.24,9,2,10.74,13479.36,3.9,133.95
13.62,-394.17,-8.81,2252.19,Low,USA,6.81,-15.46,-139.48,-991.58,-159.62,18,2,3.63,24698.64,3.96,3226.37
9.64,-272.16,-9.84,1851.84,Very low,UK,4.99,-25.1,-224,-433.84,-127.41,3,6,17.55,22239.09,0,93.74
7.91,-225.3,-5.8,1624.98,Very high,Rest,3.49,-18.86,-156.06,-2564.72,-182.75,12,6,4.71,-53986.65,0,0
7.53,-401.67,-9.03,2888.22,Very high,Europe,1.82,-26.96,-194.74,-518.52,-179.04,18,6,3.99,12313.08,13.76,2388.11
13.6,-321.69,-5.06,327.15,Medium,USA,2.64,-30.64,-204.98,-1231,-72.95,12,8,4.74,386.16,4.24,0
10.21,-326.13,-10,2021.4,Low,Europe,1.8,-23.18,-225.46,-1008.34,-196.03,15,8,20.4,9119.7,2.88,323.48
12.86,-198.6,-8.64,1372.38,High,Rest,4.62,-15.98,-157.22,-1608.58,-151.13,6,10,4.83,4479.84,28.2,0
10.46,-298.83,-9.92,2495.19,Medium,Europe,0.72,-18.62,-281.48,-1665.34,-177.75,6,10,18.24,9213.06,2.98,0
7.28,-301.77,-7.04,2932.59,Medium,Europe,3.46,-22.64,-282.86,-2091.46,-65.69,12,6,0.96,2959.14,48.7,0
15.38,-330.48,-4.39,2447.61,High,Rest,3.89,-23.62,-251.54,-2244.66,-176.34,27,6,3.21,38148.45,0.2,772.23
10.95,-240,-9.38,3089.61,Very low,Rest,4.66,-28.8,-245.02,-524.7,-157.76,9,8,13.68,7266.6,0.3,345.58
13.61,-503.64,-3.4,2057.88,Very low,Rest,3.39,-10.58,-134.98,-1087.38,-140.53,12,12,2.82,-9286.08,0.66,309.24
15.58,-367.92,0.32,3321.42,High,Rest,9.38,-33,-208.84,-1094.7,-163.48,21,8,19.38,-16348.74,2031.46,2864.75
15.45,-380.13,-7.63,3574.8,High,Europe,3.36,-15.66,-211.88,-199.56,-125.32,27,6,1.74,3289.44,0.02,2838.96
9.04,-394.47,-9.47,3880.29,High,Rest,9.68,-17.04,-219.46,-892.08,-162.48,9,8,5.31,-13517.58,1.36,2250.93
4.56,-442.74,-5.81,3721.14,Very low,Europe,3.37,-24.88,-165.54,-1830.1,-186.37,3,8,3.6,8310.39,36.22,0
11.49,-282.54,-5.33,3613.89,Very high,USA,1.7,-28.4,-170.62,-931.72,-146.49,6,6,24,-904.05,0.08,2765.33
12.33,-279.03,-5.79,2238.27,Very low,Rest,3.56,-20.98,-247.18,-1087.74,-192.46,15,8,15.78,2316.54,0.46,171.5
11.56,-253.65,-9.51,3170.94,Low,Europe,8.65,-11.36,-206.22,-1160.98,-162.57,15,4,18.72,19636.56,105.38,2491.88
14.08,-372.66,-10.91,2824.8,Medium,Europe,1.76,-11.88,-140.44,-1113.9,-153.25,12,6,1.41,14633.55,0.96,107.31
11.35,-421.08,-9.93,1890.9,High,Rest,4.22,-16.96,-285.54,-1027.36,-225.76,15,0,15.93,5947.74,768.48,2041.66
9.33,-331.71,-5.8,4754.88,Very low,Rest,1.83,-18.5,-288.32,-824.16,-219.97,9,2,3.99,8392.5,3294.36,928.76
8.48,-191.79,-7.07,4691.13,High,Europe,2.91,-23.7,-259.2,-769.18,-182.62,21,14,9.09,4553.67,0.42,1012.83
5.48,-381.72,-5.84,3625.98,Medium,UK,3.27,-21.58,-173.56,-1568.66,-210,6,6,5.85,-26426.79,3.04,300.75
8.2,-376.29,-3.62,2557.2,High,Rest,1.48,-17.2,-84.5,-2304.52,-100.19,3,14,27.99,10444.98,6.12,0
17.14,-412.32,-12.49,2511.33,Low,Europe,2.3,-18.34,-207.08,-2668.28,-208.51,12,2,29.07,4860.39,3.04,1753.12
12.31,-415.98,-11.92,1967.52,High,USA,2.44,-24.12,-132.66,-407.26,-126.53,18,8,37.5,22378.53,0.16,3767.15
5.92,-370.92,-9.08,3325.77,Very high,Rest,1.71,-17.12,-211.06,-17.92,-178.52,24,10,21.27,24315.75,0.26,2551.35
13.13,-403.98,-6.62,3007.11,Very low,UK,1.98,-20.72,-297.14,-1888.4,-158.4,9,4,15.3,37640.76,67.86,233.1
11.07,-254.13,-0.33,2898.51,Very low,USA,1.32,-4.56,-158.02,-1335.38,-143.39,3,4,22.62,14393.04,11.92,0
11.18,-238.23,-5.71,2985.9,Very low,Rest,1.24,-1.16,-251.76,-1572.64,-152.64,9,8,14.19,-5574.81,1943.68,0
9.91,-265.83,-6.92,3986.13,Medium,USA,3.2,-9.24,-178.66,-678,-181.4,6,4,32.49,-1168.98,25.94,3523.68
6.48,-359.52,-5.45,1896.69,Medium,Rest,2.16,-36.32,-206.5,-985.58,-183.81,9,6,18.27,13570.89,0.36,652.31
9.22,-479.37,-6.95,2145.84,Low,UK,2.74,-25.72,-312.9,-1715.6,-155.27,12,10,4.65,38478.51,0.14,109.65
13.75,-375,-1.33,3938.25,Very low,UK,1.73,-20.62,-66.86,-1520.82,-160.02,15,4,20.07,12560.79,11.6,714.08
14.53,-233.67,-4.98,3485.25,Medium,Europe,3,-4.64,-323.6,-2016.7,-151.01,9,10,11.34,36347.82,136.98,0
5.27,-377.88,-7.05,2784.81,Very high,Rest,1.69,-3.5,-182.46,-1223.78,-348.81,9,10,10.77,-6503.55,69.16,620.51
12.77,-232.53,-6.59,4121.19,High,USA,4.15,-23.6,-151.92,-676.2,-171.07,15,6,25.38,-8052.45,0.68,3635.12
12.83,-268.2,-6.07,2134.38,Very low,Rest,4.35,-13.08,-391.34,-2043.76,-162.74,12,14,31.47,13242.96,2.1,0
10.2,-334.14,-8.15,2109.72,Medium,Europe,1.24,-10.9,-216.04,-1546.52,-189.21,9,6,14.64,6192.96,0.36,0
7.86,-371.13,-3.01,2308.95,High,Europe,8.94,-21.22,-199.86,-1178.7,-142.25,18,8,9.93,22981.95,0,2670.98
9.9,-433.95,-6.71,2096.31,High,Rest,1.99,-28,-217.88,-279.14,-0.55,12,8,14.1,-8529.51,5.44,1413.83
14.68,-391.47,-4.4,2326.92,High,Rest,5.67,-22.46,-244.74,-1157.5,-246.8,12,10,9.27,12690.6,0.06,1082.86
7.03,-299.04,-5.43,2603.73,Very low,USA,8.15,-19.72,-266.86,-1428.74,-200.04,18,12,4.29,6472.26,0,298.69
12.04,-302.79,-11.63,1044.66,Very high,UK,2.17,-23.54,-181.28,-1326.92,-182.15,6,4,3.87,19777.68,95.16,0
6.56,-502.56,-9.39,278.31,Very low,USA,5.1,-27.08,-205.96,-1497.36,-143.79,15,4,8.73,17156.46,1.42,903.02
15.71,-263.94,-10.27,3189.48,High,Europe,0.41,-31.06,-272.12,-1636.08,-153.78,12,8,19.14,-5297.4,12.14,0
5.71,-336.78,-10.2,3721.59,Very high,USA,2.35,-15.74,-180.54,-1268.22,-162.98,6,6,7.8,2517.69,16.46,1515.56
10.84,-249.96,-7.39,2964.42,Very low,Europe,0.96,-18.44,-235.32,-1310.3,-100.27,18,6,15.39,35399.64,0.22,0
13.25,-395.91,-2.23,3070.05,Medium,UK,4.79,-31.26,-201.48,-1265.6,-187.85,6,4,9.9,9813.99,10.56,609.84
9.99,-338.13,-5.33,2619.03,Very low,USA,5.39,-27.7,-263.7,-932.56,-161.12,12,8,4.8,-3473.64,3.96,340.67
12.66,-299.55,-12.44,2822.61,Low,Europe,3.39,-27.48,-192.38,-1688.4,-102.22,15,10,7.02,3850.59,4.28,0
12.86,-241.92,-10.76,2180.64,Medium,UK,6.58,-19.28,-248.46,-762.12,-114.99,12,14,26.94,4980.15,0,375.16
6.14,-347.61,-6.43,1096.74,Medium,USA,0.71,-10.6,-237.46,-1687.24,-114.28,12,8,24.75,-1521.27,0.14,1.14
9.87,-307.77,-4.72,3440.58,High,Rest,4.86,-18.44,-216.32,-2150.72,-161.23,12,8,4.59,9379.44,1.22,413.52
10.99,-353.07,-4.01,3372,High,Rest,3.37,-23.5,-137.04,-117.88,-139.8,12,6,8.25,22125.69,0.04,1685.51
13.4,-261.12,-4.94,3352.8,Low,UK,4.55,-16.76,-187.7,-1882.12,-200.55,9,6,7.02,9282.3,0.14,11.09
11.02,-348.66,-10.48,3273.15,Very high,USA,1.84,-0.9,-213.52,-933.32,-143.16,12,8,18.33,-5442.51,1.68,3012.88
6.25,-199.35,-7.72,3172.59,Medium,Europe,11.52,35.48,-245.3,-1374.26,-135.59,9,6,9.27,4995.93,1.6,1650.33
10.55,-159.75,-10.36,2947.89,Very high,Europe,3.82,-15.36,-195.6,-2817.84,-183.07,9,6,21.66,3807.12,1.16,0
10.83,-335.49,-9.77,3500.16,High,USA,1.7,-17.6,-214.74,-817.32,-180.93,12,8,12.42,-14891.13,4.88,2039.66
11.13,-384.03,-8.76,3329.07,Medium,UK,0.89,-11.46,-260.12,-1741.24,-203.55,15,6,3.81,8895.75,178.52,192.76
12.44,-229.02,-10.38,3534.27,Very low,USA,2.24,-20.16,-247.3,-2232.14,-330.74,21,10,9.54,11874.39,126.2,0
10.44,-219.66,-3.96,3305.34,Medium,Europe,7.89,-18.94,-277.28,-1634.72,-147.21,6,18,17.46,20028.33,0.46,0
12.24,-511.02,-4.87,3283.74,Very low,Europe,1.13,-22.56,-291.66,-703.62,-124.86,9,8,15.93,16771.11,0.6,2163.1
11.46,-445.17,-11.22,3231.24,Very high,USA,9.21,-11.16,-235.88,-628.72,-164.17,6,10,17.7,1796.01,0.34,3780.14
12.37,-313.38,-9.83,4291.02,Medium,USA,8.59,-22.86,-167.74,-1692.68,-167.75,12,4,3.9,7883.52,1.28,3313.36
4.82,-314.67,-7.96,3834.36,Very low,UK,6.84,-19.8,-216.28,-1535.06,-216.17,18,12,4.65,18085.17,0.32,289.61
12.05,-479.76,-6.97,2355.99,High,Rest,7.86,-19.14,-295.98,-224.56,-148.36,9,12,8.88,18828.12,0.2,2018.38
9.84,-278.4,-10.37,2609.88,Low,Rest,3.92,-4.58,-48.34,-1971.16,-78.82,9,4,18.09,6069.33,0.68,255.84
9.82,-378.96,-6.61,4128.33,High,USA,3.79,-17.64,-186.42,125.44,-147.99,18,4,22.38,32247.93,0.3,3796.49
13.16,-245.7,-7.79,3339.66,Low,USA,7.19,-8.86,-209.54,-266.4,-201.11,12,4,9.72,-5652.57,373.46,2864.08
8.9,-281.19,-7,3054.75,Very high,Europe,6.77,-17.52,-212.66,-1451.36,-203.69,21,16,5.1,20230.29,4.02,883.27
11.03,-501.54,-4.88,2681.58,Very low,Europe,3.38,-19.02,-155.88,-1805.3,-101.19,18,16,31.41,45378.15,1.42,2173.32
11.66,-273.45,-5.75,3270.15,Low,Rest,3.14,-12.18,-322.1,-1017.56,-204.73,3,8,14.16,-14527.02,2.02,51.16
11.66,-417.09,-6.93,2293.98,Very high,Rest,4.11,-14.42,-200.76,-1179.58,-161.36,6,10,5.52,12703.77,2.84,678.37
5.92,-396.81,-3.67,2077.77,Very high,Europe,1.02,-24.16,-253.44,-2317.08,-133.18,15,8,4.5,3006.99,5.9,0
16.55,-260.34,-9.51,3063,Medium,USA,3.27,31.68,-256.22,-1511.68,-159.55,12,6,5.67,3080.64,174.34,28.72
12.92,-285.24,-6.8,2972.07,Low,Rest,0.9,-9.68,-150.42,-2246.1,-149.94,9,8,2.67,-2543.91,0.9,0
12.39,-527.22,-11.74,2357.7,Very low,Europe,10.12,-35.7,-145.1,-1569.94,-175.32,9,6,19.47,24035.34,1.54,2853.23
11.6,-442.86,-6.12,2809.92,Medium,UK,7.96,-4.14,-206.12,-1783.52,-206.07,9,6,17.97,14696.46,16.46,1122.57
8.29,-394.53,-7.78,4725.36,Medium,USA,1.93,-24.92,-274.3,-1635.88,-201.25,12,6,9.18,40980.36,26.1,2808.51
8.55,-397.74,-4.28,3605.46,Very low,Europe,5.37,-27.44,-220.7,-1760.64,-210.75,9,8,16.5,-23762.64,15.14,1567.58
16.3,-416.28,-7.3,1326.3,Very high,Europe,2.28,-34.76,-242.16,-918.38,-169.83,3,10,13.35,14355.51,0.44,22.46
12.89,-317.04,0.47,3377.01,Low,Rest,8.37,-14.04,-163.92,-835.16,-219.68,15,6,2.07,-11518.92,1,1398.87
13.75,-346.11,-6.36,2476.23,Low,USA,4.19,-20.42,-221.34,-1106.36,-156.75,3,8,19.53,21702.33,0.38,549.25
12.28,-221.43,-8.97,2663.7,Low,UK,4.41,-20.44,-224.34,-868.02,-168.65,15,12,18.99,7428.03,6.52,110.44
9.85,-305.73,-12.37,3386.19,Very high,Europe,0.61,-19.78,-154.94,-1147.72,-140.29,6,6,4.2,3119.13,3.96,0
7.01,-285.48,-6.28,1476.84,Medium,USA,0.62,-16.98,-275.6,-1561.06,-199,12,6,17.1,11875.59,0.14,0
13.08,-315.21,-14.17,3347.28,Medium,Europe,0.6,-16.72,-281.12,-1556.12,-160.54,12,4,3.93,1909.89,19.44,0
11.71,-331.89,-10.57,3707.73,Low,UK,3.32,-40.68,-305.4,-2466.26,-247.67,9,6,26.64,7804.65,84.08,396.84
8.56,-417.03,-7.28,3508.08,High,USA,6.73,-29.94,-263.84,-991.66,-154.23,12,18,12.33,-13199.55,2.64,2952.31
13.19,-295.95,-2.52,2390.43,Very low,USA,4.82,-15.2,-231.74,-2340.5,-178.97,9,8,1.5,9929.07,0.44,0
16.11,-346.02,-6.61,1803.42,Medium,Europe,8.79,-30.72,-132.24,-2156.2,-140.1,9,10,9.6,18702.15,38.38,0
6.91,-396.54,-8.29,2522.1,Medium,Rest,1.93,-29.26,-260.78,-1518.32,-179.21,9,8,12.33,12184.29,0.18,421.99
8.94,-429.18,-8.42,3278.04,Very low,USA,1.19,-14.36,-147.24,-1569.06,-129.34,6,6,14.25,7058.97,0.02,599.04
11.06,-321.99,-8.76,1800.69,Very low,Europe,1.02,-21.16,-201.22,-2402.74,-140.63,9,8,7.5,19241.52,0.1,0
13.57,-294.15,-7.81,927.18,Very low,Rest,2.17,-19.32,-171.68,-805,-164.36,9,12,29.49,-10046.52,0,0
10.03,-497.94,-6.32,2996.01,Low,Rest,2.7,-20.44,-203.32,718.02,-149.06,0,8,6.03,14571.84,29.2,1409.08
16,-438.03,-9.92,1851.3,Low,UK,8.46,-16.9,-196.08,-1440.4,-175.29,9,8,11.82,-4432.53,1,592.43
11.99,-311.37,-11.37,3963.81,Medium,USA,0.58,-14.04,-261.14,-1079.52,-119.09,18,6,19.68,-234.87,149.76,2847.75
9.02,-278.85,-5.5,325.77,Low,Rest,1.16,-31.28,-224.24,-2077.36,-162.89,3,8,12.36,4862.31,40.42,0
14.05,-410.22,-8.93,4423.17,Very low,Rest,1.03,-17.74,-205.38,-1941.46,-111.27,12,8,11.73,8808.6,0.28,675.89
6.95,-371.13,-7.2,1253.19,High,UK,2.16,-17.12,-219.58,-1055.44,-168.52,21,6,6.51,6389.1,5.82,294.22
8.13,-210,-5.92,2994.51,Very low,USA,8.55,-21.68,-170.44,-1859.04,-144.55,15,16,20.79,15056.4,25.2,31.81
16.54,-379.8,-13.27,3297.27,Medium,UK,2.54,-10.32,-293.52,-1844.02,-165.72,12,8,4.74,4513.98,0.08,174.76
11.17,-262.17,-4.94,3384.72,Low,Europe,4.9,-23.48,-218.2,-667.5,-170.45,15,0,9.63,5083.44,0.1,2238.1
9.27,-330.87,-7.61,2886.42,Low,USA,4.99,-9.76,-231.04,-1920.78,-177.24,0,4,6.12,32440.77,0.02,0
10.17,-284.1,-5.78,2583.81,Very low,Europe,5.75,-26.12,-140.44,-1253.68,-103.48,6,6,20.73,2237.31,57.52,338.04
14.31,-452.55,-12.4,2037.78,High,Europe,6.4,-19,-110.04,-431.34,-173.39,6,4,16.65,14281.08,0.04,2816.9
16.4,-294.12,-7.71,2454.24,Medium,USA,8.39,-20.12,-361.2,-1865.14,-164.9,21,14,15.06,18282.09,1.16,1385.72
12.5,-361.32,-6.11,2369.46,High,UK,2.03,-24.24,-150.12,-1305.3,-62.95,15,6,3.69,5298.6,3.82,222.73
13.4,-385.8,-5.85,2313.66,High,Europe,6.57,-11.76,-293.1,-1059.46,-155.37,9,8,19.44,12914.52,9.74,2438.09
13.03,-275.94,-6.02,2474.19,Very low,USA,1.82,-19.34,-204.52,-2112.24,-155.58,9,12,3.72,51977.13,5.42,0
13.66,-526.53,-7.75,2029.29,Medium,Europe,6.31,-23.46,-354.98,-1202.44,-182.74,6,12,1.08,28431,2.14,1033.16
13.73,-398.58,-8.55,2430.06,Very low,USA,7.75,-35.42,-257.06,-748.32,-163.4,9,8,13.95,8576.25,0.02,2795.55
15.34,-240.42,-7.6,3021.69,Very high,UK,1.89,-6.56,-222.98,-706.26,-122.92,12,10,7.53,13854.99,0.5,117.98
9.95,-311.13,-0.08,1918.83,Very low,Europe,3.29,-38.02,-198.08,-856.86,-175.36,15,10,14.04,-2500.05,0.92,0
12.51,-246.09,-7.53,3797.88,High,USA,7.6,3.1,-124.36,-1777.98,-241,12,4,1.02,5755.95,3.4,1666.02
7.98,-490.83,-5.04,2490.96,High,Rest,6.48,-18.18,-219.06,-1989.9,-202.77,12,6,7.62,79.14,34.06,1621.01
7.58,-355.92,-4.32,1484.22,High,Rest,3.56,-17.88,-251.48,-1251.34,-144,3,4,1.53,22237.08,0.82,0
7.91,-270.51,-3.37,3684.21,High,UK,2.58,-9.26,-127.96,-1288.9,-153.6,12,6,5.43,52.77,0.12,252.58
16.32,-350.88,-4.85,1758.3,Very low,UK,3.96,-25.14,-83.38,-1948.4,-123.45,18,16,7.83,1127.76,11.76,0
16.28,-222.6,-4.25,2607.84,Low,Europe,1.2,-16.24,-238.68,-1931.94,-196.27,15,4,5.55,37889.52,0.28,0
10.21,-329.28,-8.79,3007.41,Very low,Europe,2.2,-10.46,-208.3,128.28,-219.48,9,14,20.07,9587.85,0.42,489.87
8.58,-383.82,-7.49,3301.56,Very high,UK,3.19,-10.1,-206.2,-1922.56,-115.24,6,10,9.81,11891.52,0.1,277.18
9.04,-224.1,-6.02,2720.76,Very high,Europe,2.47,-6.82,-252.12,-2145.82,-246.05,12,8,6.03,20114.94,0.16,0
15.06,-352.59,-7.77,1273.41,Low,USA,6.51,-19.2,-45.14,-1051.64,-163.65,6,10,10.68,-13421.85,23.06,2.74
12.65,-373.83,-10.24,2752.53,Low,UK,9.44,-23.6,-221.2,-1442.92,-303.43,12,6,4.38,5241.42,0,692.22
6.67,-299.52,-8.23,4384.35,Low,USA,5.97,-22.84,-183.68,-1910.72,-97.69,6,4,14.91,18841.53,0.04,2280.15
9.55,-298.02,-9.9,1412.07,Very low,Europe,1.78,-17.34,-182.42,-2114.1,-205.42,15,6,9.99,-4720.14,0.7,0
10.1,-362.28,-5.93,2163.6,Low,Rest,5.29,-41.4,-154.4,-878.8,-190.72,9,6,13.05,7041.66,1.62,875.97
12.82,-252.24,-4.88,2412.06,Medium,UK,9.02,-12.22,-165.06,-234.34,-144.1,24,6,14.55,26149.05,0.02,1341.95
